,ActualContent,codes
457,*LBS BINA MANAGING DIRECTOR: TARGET MYR1.6 BLN IN PROPERTY SALES FOR 2020,"['SEA','MY','NIKKEI','REDV','5789.KL','ISLF']"
458,*MALAYSIA'S LBS BINA GROUP MANAGING DIRECTOR: PLAN TO LAUNCH PROJECTS WORTH MYR2.32 BLN IN 2020,"['SEA','MY','NIKKEI','REDV','5789.KL','ISLF','NR/ASIA']"
459,*LBS BINA MANAGING DIRECTOR: UNBILLED SALES TOTAL MYR2.243 BLN TO BE BOOKED OVER NEXT THREE YEARS,"['SEA','MY','NIKKEI','REDV','5789.KL','ISLF','NR/ASIA']"
460,*LBS BINA MANAGING DIRECTOR: TARGET MYR1.6 BLN IN PROPERTY SALES FOR 2020,"['SEA','MY','NIKKEI','REDV','5789.KL','ISLF','NR/ASIA']"
461,*LBS BINA MANAGING DIRECTOR LIM HOCK SAN SPEAKING AT NEWS CONFERENCE IN SELANGOR,"['SEA','MY','NIKKEI','REDV','5789.KL','ISLF']"
462,*LBS BINA MANAGING DIRECTOR LIM HOCK SAN SPEAKING AT NEWS CONFERENCE IN SELANGOR,"['SEA','MY','NIKKEI','REDV','5789.KL','ISLF','NR/ASIA']"
463,*INDIA RUPEE AT 72.01 TO DOLLAR AGAINST 71.80 PREVIOUS CLOSE,"['IN','MMT','DBT','REUTERS','FRX']"
464,*INDIA RUPEE FALLS TO LOWEST LEVEL AGAINST DOLLAR SINCE NOV 14,"['IN','MMT','DBT','REUTERS','FRX']"
465,*INDIA BENCHMARK BOND YIELD OPENS AT 6.53% VS 6.51% PREVIOUS CLOSE,"['IN','DBT','MMT','GVD','REUTERS']"
466,*INDIA BENCHMARK BOND OPENS AT INR99.40 VS INR99.53 PREVIOUS CLOSE,"['IN','DBT','MMT','GVD','REUTERS']"
467,*MALAYSIA’S MR. D.I.Y. SUBMITS IPO APPLICATION TO SECURITIES COMMISSION - SOURCES,"['IPO','SEA','NIKKEI','MY','ISLF','NR/ASIA']"
468,*MR DIY AIMS TO LAUNCH MALAYSIA IPO TO RAISE UP TO MYR1.5 BLN AS SOON AS 2Q - SOURCES,"['IPO','SEA','NIKKEI','MY','ISLF','NR/ASIA']"
469,*MALAYSIA'S KKB ENGINEERING GETS CONTRACT FROM PETRONAS CARIGALI FOR UNDISCLOSED VALUE,"['INDG','COEN','SEA','MY','NIKKEI','9466.KL']"
470,*MALAYSIA'S KKB ENGINEERING GETS CONTRACT FROM PETRONAS CARIGALI FOR UNDISCLOSED VALUE,"['INDG','COEN','SEA','MY','NIKKEI','9466.KL','NR/ASIA']"
471,*INDIA AVAIATION  SECRETARY: WORKING TOWARDS MAKING INDIA DRONE MANUFACTURING HUB,"['REUTERS','DBT','MMT','IN','POL','ECON','AIRS','AIRL','PLCY']"
472,*INDIA AVIATION  SECRETARY: PLAN TO START ASSEMBLING PARTS IN DRONE MANUFACTURING EFFORTS,"['REUTERS','DBT','MMT','IN','POL','ECON','AIRS','AIRL','PLCY']"
473,*INDIA AVIATION  SECRETARY: PLAN SYSTEM TO REGISTER ALL DRONE OWNERS IN COUNTRY,"['REUTERS','DBT','MMT','IN','POL','ECON','AIRS','AIRL','PLCY']"
474,*INDIA AVIATION  SECRETARY: WILL WORK TOWARDS LICENSING DRONES POST REGISTRATION,"['REUTERS','DBT','MMT','IN','POL','ECON','AIRS','AIRL','PLCY']"
475,*INDIA AVIATION  SECRETARY: WILL LAUNCH SAFETY REGULATIONS FOR ALL DRONES TO COMPLY WITH,"['REUTERS','DBT','MMT','IN','POL','ECON','AIRS','AIRL','PLCY']"
476,*INDIA AVIATION MINISTER PURI: WILL START REGISTERING DRONES IN 1 WEEK,"['REUTERS','DBT','MMT','IN','POL','ECON','AIRS','AIRL','PLCY']"
477,*INDIA RAILWAYS MINISTER: FORMED PANEL TO ANALYSE HOW ARTIFICIAL INTELLIGENCE CAN BE INCORPORATED,"['REUTERS','DBT','MMT','IN','POL','ECON','PLCY']"
478,*INDIA RAILWAYS MINISTER: WOULD LIKE TO PARTNER NSE TO HELP RAILWAYS STAFF PLAN THEIR SMALL SAVINGS,"['REUTERS','DBT','MMT','IN','POL','ECON','STK','PLCY']"
479,*INDIA RAILWAYS MINISTER PIYUSH GOYAL SPEAKING AT EVENT IN NEW DELHI,"['REUTERS','DBT','MMT','IN','POL','ECON','PLCY']"
480,*INDIA’S PGC SETS 6.35% COUPON ON 3-YEAR AND 3-MONTH BONDS - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
481,*INDIA’S NABARD TO RAISE FUNDS VIA MARCH-END CP AT 5.04% COUPON - OFFICIAL,"['REUTERS','DBT','MMT','IN','CORPD']"
482,*INDIA DOT OFFICIALS: BSNL SUBMITTED DETAILS OF 20 PROPERTIES WORTH INR200 BLN TO DIPAM FOR SALE,"['REUTERS','ECON','DBT','MMT','IN','500108.IN','TCOM','WLES','PHON','POL','REAL','PLCY']"
483,*INDIA OFFICIALS: MTNL SUBMITTED LIST OF 6 PROPERTIES WORTH INR63 BLN TO DIPAM,"['REUTERS','ECON','DBT','MMT','IN','500108.IN','TCOM','WLES','PHON','POL','REAL','PLCY']"
484,"*INDIA OFFICIALS: DIPAM TO SOON DESIGN PROCESS TO SELL BSNL, MTNL PROPERTIES","['REUTERS','ECON','DBT','MMT','IN','500108.IN','TCOM','WLES','PHON','POL','REAL','PLCY']"
485,*INDIA OFFICIALS: EXPECT SALE PROCESS OF BSNL-MTNL PROPERTIES TO START NEXT FY     ,"['REUTERS','ECON','DBT','MMT','IN','500108.IN','TCOM','WLES','PHON','POL','REAL','PLCY']"
486,*MALAYSIA'S MISC GETS LONG TERM CHARTER CONTARCTS FROM BRAZIL SHIPPING VALUED $245 MLN ,"['OILI','ISLF','SEA','MY','NIKKEI','AIRF','3816.KL']"
487,*MALAYSIA'S MISC GETS LONG-TERM CHARTER CONTRACTS FROM BRAZIL SHIPPING VALUED AT $245 MLN ,"['OILI','ISLF','SEA','MY','NIKKEI','AIRF','3816.KL','NR/ASIA']"
488,*INDIA OIL MIN OFFICIAL: AIM TO CONDUCT FIRST MEETING OF SPECIAL INDIA-CHINA ENERGY COOPERATION GROUP NEXT FY,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','CRU','PLCY']"
489,"*INDIA OFFICIAL: SPECIAL ENERGY GROUP TO DISCUSS 'ASIAN PREMIUM' ON CRUDE PRICE, PROSPECTS OF OIL BUYERS’ CARTEL ","['REUTERS','FRX','DBT','MMT','IN','POL','ECON','CRU','PLCY']"
490,*MALAYSIA'S KLCI ENDS 0.9% LOWER AT 1597.76,"['SEA','MY','NIKKEI','NR/STK']"
491,"*MALAYSIA'S MAXIS ENDS 3.4% LOWER AT MYR5.33, TOP PERCENTAGE LOSER ON KLCI","['WLES','NR/STK','SEA','MY','NIKKEI','6012.KL','ISLF']"
492,*MALAYSIA'S KLCI ENDS 0.9% LOWER AT 1597.76,"['SEA','MY','NIKKEI','NR/STK','NR/ASIA']"
493,"*MALAYSIA'S MAXIS ENDS 3.4% LOWER AT MYR5.33, TOP PERCENTAGE LOSER ON KLCI","['WLES','NR/STK','SEA','MY','NIKKEI','6012.KL','ISLF','NR/ASIA']"
494,"*GEELY AUTOMOBILE HOLDINGS DEC TOTAL SALES VOLUME 130,036 UNITS, UP 39% ON YEAR","['AUTO','CN','HK','NIKKEI','175.HK']"
495,"*GEELY AUTOMOBILE HOLDINGS DEC TOTAL SALES VOLUME 130,036 UNITS, UP 39% ON YEAR","['AUTO','CN','HK','NIKKEI','175.HK','NR/ASIA']"
496,*MALAYSIA'S KKB ENGINEERING GETS CONTRACT FROM PTTEP SARAWAK OIL FOR UNDISCLOSED VALUE,"['9466.KL','COEN','SEA','MY','NIKKEI','ISLF','INDG']"
497,*MALAYSIA'S KKB ENGINEERING GETS CONTRACT FROM PTTEP SARAWAK OIL FOR UNDISCLOSED VALUE,"['9466.KL','COEN','SEA','MY','NIKKEI','ISLF','INDG','NR/ASIA']"
498,"*INDIA'S NABARD TO RAISE FUNDS VIA 3-YEAR AND 3-MONTH BONDS, INVITES BIDS BY 11:30 AM ON JAN 8 - OFFICIAL","['REUTERS','DBT','MMT','IN','CORPD']"
499,*MALAYSIA AIRPORTS HOLDINGS: CHIEF EXECUTIVE OFFICER RAJA AZMI RAJA ZANUDDIN RESIGNS,"['BOSS1','5014.KL','SEA','MY','NIKKEI','AIRP']"
500,*MALAYSIA AIRPORTS HOLDINGS NAMES MOHD SHUKRIE MOHD SALLEH AS CEO,"['BOSS1','5014.KL','SEA','MY','NIKKEI','AIRP']"
501,*MALAYSIA AIRPORTS HOLDINGS: CHIEF EXECUTIVE OFFICER RAJA AZMI RAJA ZANUDDIN RESIGNS,"['BOSS1','5014.KL','SEA','MY','NIKKEI','AIRP','NR/ASIA']"
502,*MALAYSIA AIRPORTS HOLDINGS NAMES MOHD SHUKRIE MOHD SALLEH AS CEO,"['BOSS1','5014.KL','SEA','MY','NIKKEI','AIRP','NR/ASIA']"
503,"*GUANGZHOU AUTOMOBILE GROUP DEC SALES VOLUME 186,041 UNITS VS 186,689 UNITS A YEAR AGO","['AUTO','CN','HK','NIKKEI','2238.HK']"
504,"*GUANGZHOU AUTOMOBILE GROUP DEC SALES VOLUME 186,041 UNITS VS 186,689 UNITS A YEAR AGO","['AUTO','CN','HK','NIKKEI','2238.HK','NR/ASIA']"
505,*FOREIGN INVESTORS BOUGHT NET $181.60 MLN OF INDIAN SHARES ON JAN 3,"['REUTERS','FRX','MMT','IN','STX','STK']"
506,*FOREIGN INVESTORS BOUGHT NET $384.45 MLN OF INDIAN SHARES SO FAR IN JANUARY,"['REUTERS','FRX','MMT','IN','STX','STK']"
507,*INDIA'S NABARD TO RAISE FUNDS VIA 3-MONTH CP AT 5.43% COUPON - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
508,*FOREIGN INVESTORS BOUGHT NET $181.60 MLN OF INDIAN SHARES ON JAN 3,"['REUTERS','FRX','MMT','IN','STX','STK']"
509,*FOREIGN INVESTORS BOUGHT NET $384.45 MLN OF INDIAN SHARES SO FAR IN JANUARY,"['REUTERS','FRX','MMT','IN','STX','STK']"
510,"*Q TECHNOLOGY (GROUP) COMPANY DEC TOTAL SALES VOLUME OF CAMERA MODULES 37.68 MLN UNITS, UP 18.7% ON YEAR","['CELE','CN','HK','NIKKEI','1478.HK']"
511,"*Q TECHNOLOGY (GROUP) COMPANY DEC TOTAL SALES VOLUME OF CAMERA MODULES 37.68 MLN UNITS, UP 18.7% ON YEAR","['CELE','CN','HK','NIKKEI','1478.HK','NR/ASIA']"
512,*INDIA'S KOTAK MAHINDRA INVESTMENTS RAISES INR350 MLN VIA OVER 2-YEAR ZERO-COUPON BONDS - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
513,*INDIA RUPEE AT 71.93 TO DOLLAR AGAINST 71.80 PREVIOUS CLOSE,"['REUTERS','FRX','DBT','MMT','IN']"
514,*INDIA RUPEE ENDS AT LOWEST LEVEL AGAINST DOLLAR SINCE NOV 14,"['REUTERS','FRX','DBT','MMT','IN']"
515,*INDIA BENCHMARK BOND ENDS AT INR99.14 VS INR99.53 PREVIOUS CLOSE,"['REUTERS','DBT','MMT','IN','GVD']"
516,*INDIA BENCHMARK BOND YIELD ENDS AT 6.57% VS 6.51% PREVIOUS CLOSE,"['REUTERS','DBT','MMT','IN','GVD']"
517,*INDIA BENCHMARK BOND PRICE ENDS AT LOWEST LEVEL SINCE DEC 26,"['REUTERS','DBT','MMT','IN','GVD']"
518,*INDIA'S PGC SETS 7.38% COUPON ON 10-YEAR AND 3-MONTH BONDS - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
519,*FOREIGN INVESTORS SOLD NET PRELIM INR1.04 BLN OF INDIA SHARES TODAY - BSE,"['REUTERS','FRX','DBT','MMT','IN','STK','STX']"
520,*TOTAL TRADED VOLUME IN INDIA GOVT BONDS AT INR308.93 BLN TODAY VS INR527.62 BLN ON JAN 3 - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
521,*INVESTORS FROM OTHERS CATEGORY BOUGHT NET INR20.30 BLN OF INDIA GOVT BONDS TODAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
522,*FOREIGN BANKS SOLD NET INR26.58 BLN OF INDIA GOVT BONDS TODAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
523,*SINGAPORE CENTRAL BANK SAYS RECEIVED 21 APPLICATIONS FOR DIGITAL BANK LICENSES,"['SG','SEA','NIKKEI','NR/ERN','BANK','BISV','BSVC']"
524,"*MAS SAYS 7 APPLICATIONS WERE FOR DIGITAL FULL BANK LICENSES, 14 FOR WHOLESALE BANK LICENSES",['NIKKEI']
525,*SINGAPORE CENTRAL BANK SAYS RECEIVED 21 APPLICATIONS FOR DIGITAL BANK LICENSES,"['SG','SEA','NIKKEI','NR/ERN','BANK','BISV','BSVC','NR/ASIA']"
526,"*MAS SAYS 7 APPLICATIONS WERE FOR DIGITAL FULL BANK LICENSES, 14 FOR WHOLESALE BANK LICENSES","['NIKKEI','BANK','SG','SEA','BISV','NR/ASIA']"
527,*MALAYSIA'S KLCI OPENS 0.1% LOWER AT 1596.56,"['NR/STK','SEA','MY','NIKKEI']"
528,"*MALAYSIA'S RHB BANK OPENS 1.3% LOWER AT MYR8.36, TOP PERCENTAGE LOSER ON KLCI","['BANK','NR/STK','SEA','MY','NIKKEI','1066.KL']"
529,*MALAYSIA'S KLCI OPENS 0.1% LOWER AT 1596.56,"['NR/STK','SEA','MY','NIKKEI','NR/ASIA']"
530,"*MALAYSIA'S RHB BANK OPENS 1.3% LOWER AT MYR8.36, TOP PERCENTAGE LOSER ON KLCI","['BANK','NR/STK','SEA','MY','NIKKEI','1066.KL','NR/ASIA']"
531,"*MALAYSIA’S KKB ENGINEERING UP 2.9% AT MYR1.44, NEW CONTRACT WIN HELPS","['ISLF','NR/STK','SEA','MY','NIKKEI','COEN','9466.KL']"
532,"*MALAYSIA’S KKB ENGINEERING UP 2.9% AT MYR1.44, NEW CONTRACT WIN HELPS","['ISLF','NR/STK','SEA','MY','NIKKEI','COEN','9466.KL','NR/ASIA']"
533,"*MALAYSIA’S MMC CORP UP 1.5% AT MYR1.01, EXPLORING STAKE PARTICIPATION IN PAKISTAN PORT HELPS","['PORT','NR/STK','SEA','MY','NIKKEI','2194.KL','ISLF']"
534,"*MALAYSIA’S MMC CORP UP 1.5% AT MYR1.01, EXPLORING STAKE PARTICIPATION IN PAKISTAN PORT HELPS","['PORT','NR/STK','SEA','MY','NIKKEI','2194.KL','ISLF','NR/ASIA']"
535,*MALAYSIA’S GHL SYSTEMS GAINS 1.5% AT MYR1.39 AFTER LAUNCHING TOKENIZED E-PAYMENTS SOLUTION,"['0021.KL','NR/STK','SEA','MY','NIKKEI','BSUP','ISLF']"
536,"*MALAYSIA’S VORTEX CONSOLIDATED JUMPS 12.5% AT MYR0.27, AFTER CONFIRMING TALKS TO BUY STOCKBROKING FIRM","['0060.KL','NR/STK','SEA','MY','NIKKEI','ITSE','ISLF']"
537,*MALAYSIA’S GHL SYSTEMS GAINS 1.5% AT MYR1.39 AFTER LAUNCHING TOKENIZED E-PAYMENTS SOLUTION,"['0021.KL','NR/STK','SEA','MY','NIKKEI','BSUP','ISLF','NR/ASIA']"
538,"*MALAYSIA’S VORTEX CONSOLIDATED JUMPS 12.5% AT MYR0.27, AFTER CONFIRMING TALKS TO BUY STOCKBROKING FIRM","['0060.KL','NR/STK','SEA','MY','NIKKEI','ITSE','ISLF','NR/ASIA']"
539,"*TENCENT HOLDINGS ADDS 0.9%, WHILE AIA GROUP SLIPS 0.1% IN EARLY HONG KONG TRADING ","['1299.HK','700.HK','CN','HK','NIKKEI','NR/ASIA']"
540,*GEELY AUTOMOBILE RISES 2.9% FOLLOWING 39% JUMP IN DECEMBER SALES VOLUME,"['175.HK','CN','HK','NIKKEI','NR/ASIA']"
541,*GUANGZHOU AUTOMOBILE EDGES 0.6% HIGHER EVEN AS DECEMBER SALES COME IN TAD LOWER THAN YEAR AGO,"['2238.HK','CN','HK','NIKKEI','NR/ASIA']"
542,*Q TECHNOLOGY CLIMBS 2.8% AFTER DECEMBER CAMERA MODULE SALES VOLUME RISE 18.7%,"['1478.HK','CN','HK','NIKKEI','NR/ASIA']"
543,*KAISA GROUP CLIMBS 3.1% AFTER REPORTING 25.2% INCREASE IN DECEMBER CONTRACTED SALES,"['1638.HK','CN','HK','NIKKEI','NR/ASIA']"
544,*CHINA MERCHANTS LAND JUMPS 7.3% FOLLOWING POSITIVE PROFIT ALERT,"['978.HK','CN','HK','NIKKEI','NR/ASIA']"
545,*TRULY INTERNATIONAL ADDS 5.1% AFTER DECEMBER NET TURNOVER RISES 17.7%,"['732.HK','CN','HK','NIKKEI','NR/ASIA']"
546,*FOREIGN INVESTORS SOLD NET $448.36 MLN OF INDIA DEBT ON JAN 6,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
547,*FOREIGN INVESTORS SOLD NET $732.39 MLN OF INDIA DEBT SO FAR IN JANUARY,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
548,*FOREIGN INVESTORS SOLD NET $448.36 MLN OF INDIA DEBT ON JAN 6,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
549,*FOREIGN INVESTORS SOLD NET $732.39 MLN OF INDIA DEBT SO FAR IN JANUARY,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
550,*INDIA RUPEE AT 71.76 TO DOLLAR AGAINST 71.93 PREVIOUS CLOSE,"['REUTERS','FRX','DBT','MMT','IN']"
551,*INDIA BENCHMARK BOND OPENS AT INR99.25 VS INR99.14 PREVIOUS CLOSE,"['REUTERS','DBT','MMT','IN','GVD']"
552,*INDIA BENCHMARK BOND YIELD OPENS AT 6.55% VS 6.57% PREVIOUS CLOSE,"['REUTERS','DBT','MMT','IN','GVD']"
553,*MALAYSIA'S ECONOMIC COUNCIL DISCUSSED PROPOSAL FOR BROADBAND INFRASTRUCTURE SHARING,"['POL','NR/PLT','SEA','MY','NIKKEI','WLES','TCOM']"
554,*MALAYSIA'S ECONOMIC COUNCIL DISCUSSED PROPOSAL FOR BROADBAND INFRASTRUCTURE SHARING,"['POL','NR/PLT','SEA','MY','NIKKEI','WLES','TCOM','NR/ASIA','PLCY']"
555,*ISEC HEALTHCARE TO ACQUIRE INDAH SPECIALIST EYE CENTRE FOR S$12.29 MLN,"['SG','NIKKEI','40T.SI','HLTH','HPAS','NR/TNM','MRG']"
556,*ISEC HEALTHCARE TO ACQUIRE INDAH SPECIALIST EYE CENTRE FOR S$12.29 MLN,"['SG','NIKKEI','40T.SI','HLTH','HPAS','NR/TNM','MRG','NR/ASIA']"
557,*INDIA OFFICIAL: FINALIZING REVISED BUILD-OPERATE-TRANSFER NORMS TO CUT ARBITRATION CLAIMS BY HIGHWAY DEVELOPERS,"['REUTERS','DBT','MMT','IN','POL','ECON','ROAD','PLCY']"
558,*INDIA ROAD MIN OFFICIAL: NEW GUIDELINES TO OUTLINE CHANGES IN PROJECT TERMINATION CLAUSE,"['REUTERS','DBT','MMT','IN','POL','ECON','ROAD','PLCY']"
559,*INDIA OFFICIAL: FINALISED GUIDELINES TO BE SOON SENT FOR INTER-MINISTERIAL CONSULTATION,"['REUTERS','DBT','MMT','IN','POL','ECON','ROAD','PLCY']"
560,*NYSE-LISTED SEA SAYS IT APPLIED FOR SINGAPORE DIGITAL FULL BANK LICENSE,"['BISV','BANK','NIKKEI','SG','SEA','NR/ASIA']"
561,*INDIA RBI LIKELY TO SET CUTOFF YIELD ON 10-YEAR STATE BONDS BETWEEN 7.18%-7.22% - POLL,"['REUTERS','APOLL','DBT','MMT','IN','GVD']"
562,*INDIA RBI LIKELY TO SET CUTOFF YIELD ON 15-YEAR STATE BONDS AROUND 7.24% - POLL,"['REUTERS','APOLL','DBT','MMT','IN','GVD']"
563,*INDIA RBI LIKELY TO SET CUTOFF YIELD ON 10-YEAR STATE BONDS BETWEEN 7.18%-7.22% - POLL,"['REUTERS','APOLL','DBT','MMT','IN','GVD']"
564,*INDIA RBI LIKELY TO SET CUTOFF YIELD ON 15-YEAR STATE BONDS AROUND 7.24% - POLL,"['REUTERS','APOLL','DBT','MMT','IN','GVD']"
565,"*INDIA’S MANGALORE REFINERY TO RAISE FUNDS VIA OVER 3-YEAR BONDS AND OVER 10-YEAR BONDS, INVITES BIDS ON JAN 9- DEALERS","['REUTERS','DBT','MMT','IN','CORPD']"
566,*INDIA RAILWAY BOARD MEMBER: CAN LOOK AT EXPORTING RAIL COACHES,"['REUTERS','ECON','IN']"
567,*INDIA RAILWAY BOARD MEMBER RAJESH AGRAWAL SPEAKING AT EVENT IN NEW DELHI,"['REUTERS','ECON','IN']"
568,"*INDIA'S REC SETS 7.12% COUPON ON OVER 3-YEAR BONDS, 7.89% COUPON ON OVER 10-YEAR BONDS - DEALERS","['REUTERS','DBT','MMT','IN','CORPD']"
569,*INDIA'S SUNDARAM HOME FINANCE TO RAISE FUNDS VIA 3-MONTH CP AT 5.69% COUPON - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
570,*FOOD CORP OF INDIA SETS 7.60% COUPON ON 10-YEAR GOVT-GUARANTEED BONDS - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
571,*INDIA RAILWAY BOARD MEMBER: RAILWAYS WILL PLAY KEY ROLE IN BRINGING DOWN LOGISTICS COST TO SINGLE DIGIT,"['REUTERS','ECON','IN']"
572,*INDIA'S CHAMBAL FERTILISERS AND CHEMICALS TO RAISE FUNDS VIA 2-MONTH CP AT 5.35% COUPON - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
573,*INDIA RAILWAY BOARD MEMBER: RECEIVED ROLLING STOCK EXPORT ORDERS FOR 2020,"['REUTERS','ECON','IN']"
574,*INDIA RAILWAY BOARD MEMBER: WILL CONSIDER MANUFACTURING BULLET TRAIN COACHES WHEN DEVELOPMENT CAPABILITY IS MET,"['REUTERS','ECON','IN']"
575,*INDIA TRADE MINISTRY OFFICIAL: FAVOUR RAISING IMPORT TAX ON REFINED PALM OIL,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','TRD','TAX','POIL','PLCY']"
576,"*INDIA OFFICIAL:SEEK TO RAISE IMPORT DUTY ON PALM OIL, PROCESSED CASHEW IN NEXT FY BUDGET ","['REUTERS','FRX','DBT','MMT','IN','POL','ECON','TRD','TAX','POIL','PLCY']"
577,*INDIA OFFICIAL: DGFT MULLING RAISING IMPORT DUTY ON TURMERIC FROM 35% TO AT LEAST 70%,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','TRD','TAX','POIL','PLCY']"
578,*INDIA'S BHEL TO RAISE FUNDS VIA 3-MONTH CP AT 5.55% COUPON - DEALERS,"['REUTERS','DBT','MMT','IN','CORPD']"
579,*INDIA RURAL DEVELOPMENT MINISTRY OFFICIAL: SOUGHT INR250 BLN FOR RURAL ROADS SCHEME IN NEXT FY BUDGET,"['REUTERS','DBT','MMT','IN','POL','ECON','ROAD','JOB','PLCY']"
580,*INDIA OFFICIAL: SOUGHT INR110 BLN FOR NATIONAL LIVELIHOOD MISSION IN NEXT FY BUDGET,"['REUTERS','DBT','MMT','IN','POL','ECON','ROAD','JOB','PLCY']"
581,*INDIA OFFICIAL: SOUGHT INR100 BLN FOR NATIONAL SOCIAL ASSISTANCE PROGRAMME,"['REUTERS','DBT','MMT','IN','POL','ECON','ROAD','JOB','PLCY']"
582,*MALAYSIA PRIMARY INDUSTRIES MIN: AIM 70% MSPO-CERTIFICATION FOR PLANTED AREA BY MARCH 2020 VS 62.4% NOW,"['POIL','SEA','NIKKEI','MY','NR/ASIA']"
583,*MALAYSIA PRIMARY INDUSTRIES MIN: B20 MANDATE WILL BE LAUNCHED ON FEB 20,"['POIL','SEA','NIKKEI','MY','NR/ASIA']"
584,*MALAYSIA PRIMARY INDUSTRIES MINISTER TERESA KOK SPEAKING AT EVENT IN KUALA LUMPUR,"['POIL','SEA','NIKKEI','MY','NR/ASIA']"
585,*INDIA MINISTERIAL PANEL APPROVES DRAFT EOI FOR AIR INDIA DIVESTMENT - OFFICIAL,"['REUTERS','MMT','IN','AIRL']"
586,*INDIA FIN MIN OFFICIAL: DRAFT EOI FOR AIR INDIA APPROVED BY ALTERNATIVE MECHANISM,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','AIRL','AIRS','PLCY']"
587,*INDIA OFFICIAL: EXPECT EOI FOR AIR INDIA SALE TO BE MADE PUBLIC LATER THIS MONTH,"['REUTERS','MMT','IN','AIRL']"
588,*INDIA OFFICIAL: DECISION ON AIR INDIA DEBT FINALISED,"['REUTERS','MMT','IN','AIRL']"
589,*INDIA OFFICIAL ON AIR INDIA DIVESTMENT: NO CHANGE IN SUBSTANTIAL OWNERSHIP AND EFFECTIVE CLAUSE ,"['REUTERS','MMT','IN','AIRL']"
590,*INDIA OFFICIAL: MINISTERIAL PANEL ON AIR INDIA APPROVES SOME CHANGES TO NORMS FOR BIDDING IN CONSORTIUM  ,"['REUTERS','MMT','IN','AIRL']"
591,*INDIA OFFICIAL: MINISTERIAL PANEL ON AIR INDIA APPROVES VRS PLAN FOR AIR INDIA EMPLOYEES,"['REUTERS','MMT','IN','AIRL']"
592,*MALAYSIA’S KLCI ENDS 0.8% HIGHER AT 1611.04,"['NR/STK','SEA','MY','NIKKEI']"
593,"*MALAYSIA'S AXIATA GROUP ENDS 4.8% HIGHER AT MYR4.36, TOP PERCENTAGE GAINER ON KLCI","['WLES','NR/STK','SEA','MY','NIKKEI','ISLF','6888.KL']"
594,*MALAYSIA’S KLCI ENDS 0.8% HIGHER AT 1611.04,"['NR/STK','SEA','MY','NIKKEI','NR/SMC','NR/ASIA']"
595,"*MALAYSIA'S AXIATA GROUP ENDS 4.8% HIGHER AT MYR4.36, TOP PERCENTAGE GAINER ON KLCI","['WLES','NR/STK','SEA','MY','NIKKEI','ISLF','6888.KL','NR/ASIA']"
596,*MALAYSIA PRIMARY INDUSTRIES MIN: HALF OF WINDFALL TAX REVENUE TO BE USED FOR BIOFUEL STABILIZATION FUND,"['POIL','SEA','NIKKEI','MY','BIODSL','NR/ASIA']"
597,"*MALAYSIA PRIMARY INDUSTRIES MIN: AIM TO ESTABLISH BIOFUEL STABILIZATION FUND IN 1Q, IN TALKS WITH FIN MIN","['POIL','SEA','NIKKEI','MY','BIODSL','NR/ASIA']"
598,*INDIA FOOD MINISTER: WILL TAKE NECESSARY ACTION TO CONTROL RISE IN EDIBLE OIL PRICES,"['REUTERS','FARM','POL','IN','PLCY']"
599,*INDIA FOOD MINISTER: HOARDERS CREATING ARTIFICIAL SCARCITY OF EDIBLE OIL,"['REUTERS','FARM','POL','IN','PLCY']"
600,*SINGTEL’S OPTUS SAYS AUSTRALIA BUSHFIRES WILL HAVE LIMITED IMPACT ON FINANCIAL PERFORMANCE,"['NIKKEI','SG','SEA','TCOM','WLES','AU','Z74.SI','NR/ASIA']"
601,"*KIDDIELAND INTERNATIONAL: BOARD APPROVES SPECIAL DIVIDEND OF HK$0.15/SHARE, AMOUNTING TO HK$150 MLN IN TOTAL","['NIKKEI','CN','HK','3830.HK','DIV','NR/DIV','GAME','RETA']"
602,"*KIDDIELAND INTERNATIONAL: BOARD APPROVES SPECIAL DIVIDEND OF HK$0.15/SHARE, AMOUNTING TO HK$150 MLN IN TOTAL","['NIKKEI','CN','HK','3830.HK','DIV','NR/DIV','GAME','RETA','NR/ASIA']"
603,*INDIA'S TATA POWER TO RAISE FUNDS VIA 3-MONTH CP AT 5.94% COUPON  DEALERS,"['IN','MMT','DBT','CORPD','REUTERS']"
